Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00   73693/73693       std::__detail::_Hashtable_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) const [48]
                0.00    0.00   54830/61862       std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>::_M_next() const [53]
                0.00    0.00   42483/46409       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) const [63]
-----------------------------------------------
                0.00    0.00    1620/89163       std::pair<std::__detail::_Node_iterator<std::pair<unsigned int const, session_value>, false, false>, bool> std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<std::pair<unsigned int, session_value> >(std::integral_constant<bool, true>, std::pair<unsigned int, session_value>&&) [87]
                0.00    0.00   87543/89163       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(unsigned int const&) [37]
[33]     0.0    0.00    0.00   89163         std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(unsigned int const&) const [33]
                0.00    0.00   89163/135876      std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [24]
                0.00    0.00   89163/135876      std::hash<unsigned int>::operator()(unsigned int) const [23]
-----------------------------------------------
                0.00    0.00    1191/88734       IpsSession::printSession() [172]
                0.00    0.00   87543/88734       IpsSession::checkSession(packet_t*) [36]
[34]     0.0    0.00    0.00   88734         std::unordered_map<unsigned int, session_value, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, session_value> > >::end() [34]
                0.00    0.00   88734/145183      std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::end() [16]
-----------------------------------------------
                0.00    0.00    1191/88734       IpsSession::printSession() [172]
                0.00    0.00   87543/88734       IpsSession::checkSession(packet_t*) [36]
[35]     0.0    0.00    0.00   88734         bool std::__detail::operator!=<std::pair<unsigned int const, session_value>, false>(std::__detail::_Node_iterator_base<std::pair<unsigned int const, session_value>, false> const&, std::__detail::_Node_iterator_base<std::pair<unsigned int const, session_value>, false> const&) [35]
-----------------------------------------------
                0.00    0.00   87543/87543       packet_filter(unsigned char*, packet_t*, int) [12]
[36]     0.0    0.00    0.00   87543         IpsSession::checkSession(packet_t*) [36]
                0.00    0.00   87543/88734       std::unordered_map<unsigned int, session_value, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, session_value> > >::end() [34]
                0.00    0.00   87543/89163       IpsSession::makeSession(packet_t*) [30]
                0.00    0.00   87543/87543       std::unordered_map<unsigned int, session_value, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, session_value> > >::find(unsigned int const&) [38]
                0.00    0.00   87543/88734       bool std::__detail::operator!=<std::pair<unsigned int const, session_value>, false>(std::__detail::_Node_iterator_base<std::pair<unsigned int const, session_value>, false> const&, std::__detail::_Node_iterator_base<std::pair<unsigned int const, session_value>, false> const&) [35]
                0.00    0.00   59286/65048       std::__detail::_Node_iterator<std::pair<unsigned int const, session_value>, false, false>::operator->() const [52]
                0.00    0.00    1620/1620        IpsSession::addSession(packet_t*) [79]
                0.00    0.00    1451/1451        std::unordered_map<unsigned int, session_value, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, session_value> > >::erase(std::__detail::_Node_iterator<std::pair<unsigned int const, session_value>, false, false>) [115]
-----------------------------------------------
                0.00    0.00   87543/87543       std::unordered_map<unsigned int, session_value, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, session_value> > >::find(unsigned int const&) [38]
[37]     0.0    0.00    0.00   87543         std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(unsigned int const&) [37]
                0.00    0.00   87543/89163       std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(unsigned int const&) const [33]
                0.00    0.00   87543/89170       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(unsigned int const&, unsigned long) const [28]
                0.00    0.00   87543/89163       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_node(unsigned long, unsigned int const&, unsigned long) const [31]
                0.00    0.00   56449/145183      std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::end() [16]
                0.00    0.00   31094/179355      std::__detail::_Node_iterator<std::pair<unsigned int const, session_value>, false, false>::_Node_iterator(std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) [15]
-----------------------------------------------
                0.00    0.00   87543/87543       IpsSession::checkSession(packet_t*) [36]
[38]     0.0    0.00    0.00   87543         std::unordered_map<unsigned int, session_value, std::hash<unsigned int>, std::equal_to<unsigned int>, std::allocator<std::pair<unsigned int const, session_value> > >::find(unsigned int const&) [38]
                0.00    0.00   87543/87543       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::find(unsigned int const&) [37]
-----------------------------------------------
                0.00    0.00       1/80299       IpsSession::IpsSession() [173]
                0.00    0.00   80298/80299       IpsMatch::ruleFilter(packet_t*, unsigned char*) [41]
[39]     0.0    0.00    0.00   80299         std::__detail::_Node_iterator<std::pair<unsigned int const, session_value>, false, false>::_Node_iterator() [39]
                0.00    0.00   80299/261105      std::__detail::_Node_iterator_base<std::pair<unsigned int const, session_value>, false>::_Node_iterator_base(std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) [14]
-----------------------------------------------
                0.00    0.00   80298/80298       packet_filter(unsigned char*, packet_t*, int) [12]
[40]     0.0    0.00    0.00   80298         preBuildData(unsigned char*, int) [40]
-----------------------------------------------
                0.00    0.00   80298/80298       packet_filter(unsigned char*, packet_t*, int) [12]
[41]     0.0    0.00    0.00   80298         IpsMatch::ruleFilter(packet_t*, unsigned char*) [41]
                0.00    0.00   80298/80299       std::__detail::_Node_iterator<std::pair<unsigned int const, session_value>, false, false>::_Node_iterator() [39]
-----------------------------------------------
                0.00    0.00       7/75320       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*, unsigned long) [88]
                0.00    0.00    1620/75320       std::pair<std::__detail::_Node_iterator<std::pair<unsigned int const, session_value>, false, false>, bool> std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<std::pair<unsigned int, session_value> >(std::integral_constant<bool, true>, std::pair<unsigned int, session_value>&&) [87]
                0.00    0.00   73693/75320       std::__detail::_Equal_helper<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::equal_to<unsigned int>, unsigned long, false>::_S_equals(std::equal_to<unsigned int> const&, std::__detail::_Select1st const&, unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) [50]
[42]     0.0    0.00    0.00   75320         decltype ((get<0>)((forward<std::pair<unsigned int const, session_value>&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<unsigned int const, session_value>&>(std::pair<unsigned int const, session_value>&) const [42]
                0.00    0.00   75320/75320       std::tuple_element<0ul, std::pair<unsigned int const, session_value> >::type& std::get<0ul, unsigned int const, session_value>(std::pair<unsigned int const, session_value>&) [45]
                0.00    0.00   75320/75320       std::pair<unsigned int const, session_value>& std::forward<std::pair<unsigned int const, session_value>&>(std::remove_reference<std::pair<unsigned int const, session_value>&>::type&) [46]
-----------------------------------------------
                0.00    0.00   75320/75320       std::tuple_element<0ul, std::pair<unsigned int const, session_value> >::type& std::get<0ul, unsigned int const, session_value>(std::pair<unsigned int const, session_value>&) [45]
[43]     0.0    0.00    0.00   75320         unsigned int const& std::__pair_get<0ul>::__get<unsigned int const, session_value>(std::pair<unsigned int const, session_value>&) [43]
-----------------------------------------------
                0.00    0.00       7/75320       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_unique_node(unsigned long, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*, unsigned long) [88]
                0.00    0.00    1620/75320       std::pair<std::__detail::_Node_iterator<std::pair<unsigned int const, session_value>, false, false>, bool> std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_emplace<std::pair<unsigned int, session_value> >(std::integral_constant<bool, true>, std::pair<unsigned int, session_value>&&) [87]
                0.00    0.00   73693/75320       std::__detail::_Equal_helper<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::equal_to<unsigned int>, unsigned long, false>::_S_equals(std::equal_to<unsigned int> const&, std::__detail::_Select1st const&, unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) [50]
[44]     0.0    0.00    0.00   75320         std::__detail::_Hash_node_value_base<std::pair<unsigned int const, session_value> >::_M_v() [44]
                0.00    0.00   75320/143608      std::__detail::_Hash_node_value_base<std::pair<unsigned int const, session_value> >::_M_valptr() [19]
-----------------------------------------------
                0.00    0.00   75320/75320       decltype ((get<0>)((forward<std::pair<unsigned int const, session_value>&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<unsigned int const, session_value>&>(std::pair<unsigned int const, session_value>&) const [42]
[45]     0.0    0.00    0.00   75320         std::tuple_element<0ul, std::pair<unsigned int const, session_value> >::type& std::get<0ul, unsigned int const, session_value>(std::pair<unsigned int const, session_value>&) [45]
                0.00    0.00   75320/75320       unsigned int const& std::__pair_get<0ul>::__get<unsigned int const, session_value>(std::pair<unsigned int const, session_value>&) [43]
-----------------------------------------------
                0.00    0.00   75320/75320       decltype ((get<0>)((forward<std::pair<unsigned int const, session_value>&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<unsigned int const, session_value>&>(std::pair<unsigned int const, session_value>&) const [42]
[46]     0.0    0.00    0.00   75320         std::pair<unsigned int const, session_value>& std::forward<std::pair<unsigned int const, session_value>&>(std::remove_reference<std::pair<unsigned int const, session_value>&>::type&) [46]
-----------------------------------------------
                0.00    0.00   73693/73693       std::__detail::_Hashtable_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) const [48]
[47]     0.0    0.00    0.00   73693         std::__detail::_Hashtable_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_eq() const [47]
                0.00    0.00   73693/73693       std::__detail::_Hashtable_ebo_helper<0, std::equal_to<unsigned int>, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::equal_to<unsigned int>, true> const&) [51]
-----------------------------------------------
                0.00    0.00   73693/73693       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, unsigned int const&, unsigned long) const [32]
[48]     0.0    0.00    0.00   73693         std::__detail::_Hashtable_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) const [48]
                0.00    0.00   73693/120406      std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() const [26]
                0.00    0.00   73693/73693       std::__detail::_Hashtable_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_eq() const [47]
                0.00    0.00   73693/73693       std::__detail::_Equal_helper<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::equal_to<unsigned int>, unsigned long, false>::_S_equals(std::equal_to<unsigned int> const&, std::__detail::_Select1st const&, unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) [50]
-----------------------------------------------
                0.00    0.00   73693/73693       std::__detail::_Equal_helper<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::equal_to<unsigned int>, unsigned long, false>::_S_equals(std::equal_to<unsigned int> const&, std::__detail::_Select1st const&, unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) [50]
[49]     0.0    0.00    0.00   73693         std::equal_to<unsigned int>::operator()(unsigned int const&, unsigned int const&) const [49]
-----------------------------------------------
                0.00    0.00   73693/73693       std::__detail::_Hashtable_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_equals(unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) const [48]
[50]     0.0    0.00    0.00   73693         std::__detail::_Equal_helper<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::equal_to<unsigned int>, unsigned long, false>::_S_equals(std::equal_to<unsigned int> const&, std::__detail::_Select1st const&, unsigned int const&, unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) [50]
                0.00    0.00   73693/75320       std::__detail::_Hash_node_value_base<std::pair<unsigned int const, session_value> >::_M_v() [44]
                0.00    0.00   73693/75320       decltype ((get<0>)((forward<std::pair<unsigned int const, session_value>&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<unsigned int const, session_value>&>(std::pair<unsigned int const, session_value>&) const [42]
                0.00    0.00   73693/73693       std::equal_to<unsigned int>::operator()(unsigned int const&, unsigned int const&) const [49]
-----------------------------------------------
                0.00    0.00   73693/73693       std::__detail::_Hashtable_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Hashtable_traits<false, false, true> >::_M_eq() const [47]
[51]     0.0    0.00    0.00   73693         std::__detail::_Hashtable_ebo_helper<0, std::equal_to<unsigned int>, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<0, std::equal_to<unsigned int>, true> const&) [51]
-----------------------------------------------
                0.00    0.00    5762/65048       IpsSession::printSession() [172]
                0.00    0.00   59286/65048       IpsSession::checkSession(packet_t*) [36]
[52]     0.0    0.00    0.00   65048         std::__detail::_Node_iterator<std::pair<unsigned int const, session_value>, false, false>::operator->() const [52]
                0.00    0.00   65048/143608      std::__detail::_Hash_node_value_base<std::pair<unsigned int const, session_value> >::_M_valptr() [19]
-----------------------------------------------
                0.00    0.00     169/61862       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false> > >::_M_deallocate_nodes(std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) [190]
                0.00    0.00     304/61862       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [139]
                0.00    0.00    1024/61862       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_insert_bucket_begin(unsigned long, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) [89]
                0.00    0.00    1184/61862       std::__detail::_Node_iterator_base<std::pair<unsigned int const, session_value>, false>::_M_incr() [119]
                0.00    0.00    4351/61862       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_erase(unsigned long, std::__detail::_Hash_node_base*, std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) [114]
                0.00    0.00   54830/61862       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_find_before_node(unsigned long, unsigned int const&, unsigned long) const [32]
[53]     0.0    0.00    0.00   61862         std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>::_M_next() const [53]
-----------------------------------------------
                0.00    0.00   46713/46713       std::__detail::_Hash_node_value_base<std::pair<unsigned int const, session_value> >::_M_valptr() const [59]
[54]     0.0    0.00    0.00   46713         __gnu_cxx::__aligned_buffer<std::pair<unsigned int const, session_value> >::_M_ptr() const [54]
                0.00    0.00   46713/46713       __gnu_cxx::__aligned_buffer<std::pair<unsigned int const, session_value> >::_M_addr() const [55]
-----------------------------------------------
                0.00    0.00   46713/46713       __gnu_cxx::__aligned_buffer<std::pair<unsigned int const, session_value> >::_M_ptr() const [54]
[55]     0.0    0.00    0.00   46713         __gnu_cxx::__aligned_buffer<std::pair<unsigned int const, session_value> >::_M_addr() const [55]
-----------------------------------------------
                0.00    0.00   46713/46713       std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false> const*, unsigned long) const [57]
[56]     0.0    0.00    0.00   46713         decltype ((get<0>)((forward<std::pair<unsigned int const, session_value> const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<unsigned int const, session_value> const&>(std::pair<unsigned int const, session_value> const&) const [56]
                0.00    0.00   46713/46713       std::tuple_element<0ul, std::pair<unsigned int const, session_value> >::type const& std::get<0ul, unsigned int const, session_value>(std::pair<unsigned int const, session_value> const&) [61]
                0.00    0.00   46713/46713       std::pair<unsigned int const, session_value> const& std::forward<std::pair<unsigned int const, session_value> const&>(std::remove_reference<std::pair<unsigned int const, session_value> const&>::type&) [62]
-----------------------------------------------
                0.00    0.00     304/46713       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_rehash_aux(unsigned long, std::integral_constant<bool, true>) [139]
                0.00    0.00   46409/46713       std::_Hashtable<unsigned int, std::pair<unsigned int const, session_value>, std::allocator<std::pair<unsigned int const, session_value> >, std::__detail::_Select1st, std::equal_to<unsigned int>, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, false, true> >::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false>*) const [63]
[57]     0.0    0.00    0.00   46713         std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false> const*, unsigned long) const [57]
                0.00    0.00   46713/135883      std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h2() const [20]
                0.00    0.00   46713/135876      std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_h1() const [24]
                0.00    0.00   46713/120406      std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract() const [26]
                0.00    0.00   46713/46713       std::__detail::_Hash_node_value_base<std::pair<unsigned int const, session_value> >::_M_v() const [58]
                0.00    0.00   46713/135876      std::hash<unsigned int>::operator()(unsigned int) const [23]
                0.00    0.00   46713/46713       decltype ((get<0>)((forward<std::pair<unsigned int const, session_value> const&>)({parm#1}))) std::__detail::_Select1st::operator()<std::pair<unsigned int const, session_value> const&>(std::pair<unsigned int const, session_value> const&) const [56]
                0.00    0.00   46713/135883      std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [21]
-----------------------------------------------
                0.00    0.00   46713/46713       std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, session_value>, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node<std::pair<unsigned int const, session_value>, false> const*, unsigned long) const [57]
[58]     0.0    0.00    0.00   46713         std::__detail::_Hash_node_value_base<std::pair<unsigned int const, session_value> >::_M_v() const [58]
                0.00    0.00   46713/46713       std::__detail::_Hash_node_value_base<std::pair<unsigned int const, session_value> >::_M_valptr() const [59]
-----------------------------------------------
                0.00    0.00   46713/46713       std::__detail::_Hash_node_value_base<std::pair<unsigned int const, session_value> >::_M_v() const [58]
[59]     0.0    0.00    0.00   46713         std::__detail::_Hash_node_value_base<std::pair<unsigned int const, session_value> >::_M_valptr() const [59]
                0.00    0.00   46713/46713       __gnu_cxx::__aligned_buffer<std::pair<unsigned int const, session_value> >::_M_ptr() const [54]
-----------------------------------------------
                0.00    0.00   46713/46713       std::tuple_element<0ul, std::pair<unsigned int const, session_value> >::type const& std::get<0ul, unsigned int const, session_value>(std::pair<unsigned int const, session_value> const&) [61]
[60]     0.0    0.00    0.00   46713         unsigned int const& std::__pair_get<0ul>::__const_get<unsigned int const, session_value>(std::pair<unsigned int const, session_value> const&) [60]
-----------------------------------------------
